comment_text,toxic,obscene,threat,insult,identity_hate
samajik nyay ra suvidha ma kami chha.,0,0,0,0,0
shiksha ko vyavastha ma laparwahi chha.,0,0,0,0,0
nyayik samiksha ma avahelna chha.,0,0,0,0,0
rajniti ma andhata chha.,0,0,0,0,0
vyaktigat suraksha ma asamanta chha.,0,0,0,0,0
arthik sashaktikaran ma kami chha.,0,0,0,0,0
samajik nyay ra suvidha ma laparwahi chha.,0,0,0,0,0
shiksha ko vyavastha ma avahelna chha.,0,0,0,0,0
nyayik samiksha ma andhata chha.,0,0,0,0,0
rajniti ma asamanta ra bhrashtachar chha.,0,0,0,0,0
vyaktigat hakka haru ko laparwahi chha.,0,0,0,0,0
prajatantra ma sashanik abhav chha.,0,0,0,0,0
arthik sthiti ma kami chha.,0,0,0,0,0
berojgari ko samasya badhi rahi chha.,0,0,0,0,0
samajik adhikar haru ko langhana chha.,0,0,0,0,0
prakriti ko sanrakshan ma abhav chha.,0,0,0,0,0
bideshi rojgar haru ma kami chha.,0,0,0,0,0
nyayik samiksha ma vighatan chha.,0,0,0,0,0
manushya ko adhikar haru ko anapadhyan chha.,0,0,0,0,0
aarthik sahayata ma kami chha.,0,0,0,0,0
shiksha ma asafalta ko dastan chha.,0,0,0,0,0
vyaktigat suraksha ma laparwahi chha.,0,0,0,0,0
rajniti ma sambhavana ko abhav chha.,0,0,0,0,0
arthik bikas ra pragati ma kami chha.,0,0,0,0,0
samajik adhikar haru ko kuripi chha.,0,0,0,0,0
bideshi sthiti ma asurakshita chha.,0,0,0,0,0
prakriti ma huna kharab prabhav badhi rahi chha.,0,0,0,0,0
samriddhi ma avahelna chha.,0,0,0,0,0
swasthya sewa haru ma asamanta ra kami chha.,0,0,0,0,0
vyaktigat swatantra ko chheuna badhi rahi chha.,0,0,0,0,0
arthik sashaktikaran ko kami chha.,0,0,0,0,0
samajik nyay ra suvidha ma asamanta chha.,0,0,0,0,0
shiksha ko vyavastha ma laparwahi ra vighatan chha.,0,0,0,0,0
nyayik samiksha ma avahelna chha.,0,0,0,0,0
rajniti ma asamanta ra bhrashtachar badhi rahi chha.,0,0,0,0,0
samajik adhikar haru ma laparwahi ra langhana chha.,0,0,0,0,0
bideshi sthiti ma nirasha chha.,0,0,0,0,0
prakriti ma huna kharab parinam badhi rahi chha.,0,0,0,0,0
samriddhi ma kami ra vighatan chha.,0,0,0,0,0
swasthya sewa haru ma kami ra avahelna chha.,0,0,0,0,0
vyaktigat suraksha ko abhav chha.,0,0,0,0,0
arthik sashaktikaran ma kami chha.,0,0,0,0,0
samajik nyay ra suvidha ma kami chha.,0,0,0,0,0
shiksha ko vyavastha ma laparwahi ra andhata chha.,0,0,0,0,0
nyayik samiksha ma avahelna chha.,0,0,0,0,0
rajniti ma asamanta chha.,0,0,0,0,0
samajik adhikar haru ma laparwahi,0,0,0,0,0
nepal ma sundar parivesh chha.,0,0,0,0,0
sathi haru saath badhauchhan.,0,0,0,0,0
hamro desh ma sahajhaik gaurav chha.,0,0,0,0,0
swasthya sewa le jeevan lai surakshit garchha.,0,0,0,0,0
yuba haru pragati ko pathama chhan.,0,0,0,0,0
aama baba ko astitwa ko samman garchhan.,0,0,0,0,0
manushya ko adhikar haru ko samman garchhan.,0,0,0,0,0
samajik nyay ra samriddhi ko sahajhaik unnati chha.,0,0,0,0,0
shiksha ko pradhikar le gyan ko ujjwal bhavishya banai rakhchha.,0,0,0,0,0
vyaktigat swatantrata ko samman garchha.,0,0,0,0,0
aarthik bikas ma vridhhi chha.,0,0,0,0,0
prakriti sanrakshan ma sajilo pahal chha.,0,0,0,0,0
samudayik sahajata le milijuli rahanchha.,0,0,0,0,0
nyayik samiksha ma prakash badhchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman chha.,0,0,0,0,0
prajatantra ma janata ko sahajhaik bhumika chha.,0,0,0,0,0
yojana haru le samudayik unnati lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan ko sahajikaran garchha.,0,0,0,0,0
sabai ko sahajhaik pragati ko samarthya chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vriddhi garchha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mahatwa chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik vikalpa chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sampurna sankalpa chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa ma vridhhi chha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhiko pata ma lai dinchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko sahajhaik abhoga chha.,0,0,0,0,0
prakriti ko sanrakshan ma sajilo pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garchha.,0,0,0,0,0
nyayik samiksha ma prakashik chha.,0,0,0,0,0
hamro sanskriti ra parampara ma garv chha.,0,0,0,0,0
nepal ma sajilo janta sarkar chha.,0,0,0,0,0
yuba haru ko srijanaatmak soch chha.,0,0,0,0,0
aama baba ko sneha anupam chha.,0,0,0,0,0
manushya ko adhikar haru ko mahatwa samman garchha.,0,0,0,0,0
samajik nyay ra samriddhi ko milijuli badhdainchha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko vruddhi garchha.,0,0,0,0,0
vyaktigat swatantrata ko samman garchha.,0,0,0,0,0
aarthik bikas ma mahatwapurna vriddhi chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya yogdaan chha.,0,0,0,0,0
samudayik sahajata le ekjut rahanchha.,0,0,0,0,0
nyayik samiksha ma parkash badhdainchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman garchha.,0,0,0,0,0
prajatantra ma janta ko sajilo sashaktikaran chha.,0,0,0,0,0
yojana haru le samudayik vikas lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan ko sajilo banaidinchan.,0,0,0,0,0
sabai ko sahajhaik pragati ko sambhavana chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vridhhi garchha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mulya chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa vriddhi garchha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma rakchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko anubhoga chha.,0,0,0,0,0
prakriti ko sanrakshan ma sajilo pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garne chha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro sanskriti ra parampara ma garva chha.,0,0,0,0,0
prajatantra ra janata ko sahajhaik sambidhan chha.,0,0,0,0,0
aarthik sashaktikaran le samriddhi lai badhawa dinchha.,0,0,0,0,0
kala ra sanskriti ko mahatwa samman garchha.,0,0,0,0,0
nepal ma anupam sajilo prakritik saundarya chha.,0,0,0,0,0
sathi haru milera kaam garnechhan.,0,0,0,0,0
hamro desh ma samriddhi ko gaurav chha.,0,0,0,0,0
swasthya sewa le jivan lai surakshit rakchha.,0,0,0,0,0
yuba haru pragati ko pathama chhan.,0,0,0,0,0
aama baba ko astitwa lai samman garchhan.,0,0,0,0,0
manushya ko adhikar haru ko mahatwa samjhe chhan.,0,0,0,0,0
samajik nyay ra samriddhi ko milijuli vriddhi chha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko ujjwal bhavishya banauchha.,0,0,0,0,0
vyaktigat swatantrata ko mahatwa samjhe chhan.,0,0,0,0,0
aarthik bikas ma vriddhi chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya yogdaan chha.,0,0,0,0,0
samudayik sahajata le sajha bhaagidari garnechha.,0,0,0,0,0
nyayik samiksha ma parkashikta badhchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman garchha.,0,0,0,0,0
prajatantra ma janata ko sajha bhaagidari ko bhumika chha.,0,0,0,0,0
yojana haru le samudayik pragati lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan lai sajilo banauchha.,0,0,0,0,0
sabai ko sahajhaik pragati ko sambhavana chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vriddhi chha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mahatwa chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan ko avasar chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badhawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa vriddhi garchha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma lai dinchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko anubhoga garchha.,0,0,0,0,0
prakriti ko sanrakshan ma sakriya pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garchha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro desh ma sahajhaik janta ko sarkar chha.,0,0,0,0,0
yuba haru ko srijanaatmak vichar chha.,0,0,0,0,0
aama baba ko sneha anupam chha.,0,0,0,0,0
manushya ko adhikar haru ko samman garchha.,0,0,0,0,0
samajik nyay ra samriddhi ko sahajhaik unnati chha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko ujjwal bhavishya banai rakhchha.,0,0,0,0,0
vyaktigat swatantrata ko samman garchha.,0,0,0,0,0
aarthik bikas ma mahatwapurna vriddhi chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya yogdaan chha.,0,0,0,0,0
samudayik sahajata le ekjut rahanchha.,0,0,0,0,0
nyayik samiksha ma parkash badhdainchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman garchha.,0,0,0,0,0
prajatantra ma janta ko sahajhaik sashaktikaran chha.,0,0,0,0,0
yojana haru le samudayik unnati lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan ko sahajikaran garchha.,0,0,0,0,0
sabai ko sahajhaik pragati ko sambhavana chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vridhhi garchha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mulya chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa ma vridhhi chha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma rakchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko sahajhaik abhoga chha.,0,0,0,0,0
prakriti ko sanrakshan ma sakriya pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garne chha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro sanskriti ra parampara ma garva chha.,0,0,0,0,0
prajatantra ra janata ko sahajhaik sambidhan chha.,0,0,0,0,0
aarthik sashaktikaran le samriddhi lai badhawa dinchha.,0,0,0,0,0
nepal ma anupam sajilo prakritik saundarya chha.,0,0,0,0,0
sathi haru milera kaam garnechhan.,0,0,0,0,0
hamro desh ma samriddhi ko gaurav chha.,0,0,0,0,0
swasthya sewa le jivan lai surakshit rakchha.,0,0,0,0,0
yuba haru pragati ko pathama chhan.,0,0,0,0,0
aama baba ko astitwa lai samman garchhan.,0,0,0,0,0
manushya ko adhikar haru ko mahatwa samjhe chhan.,0,0,0,0,0
samajik nyay ra samriddhi ko milijuli vriddhi chha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko ujjwal bhavishya banauchha.,0,0,0,0,0
vyaktigat swatantrata ko mahatwa samjhe chhan.,0,0,0,0,0
aarthik bikas ma vriddhi chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya yogdaan chha.,0,0,0,0,0
samudayik sahajata le sajha bhaagidari garnechha.,0,0,0,0,0
nyayik samiksha ma parkashikta badhchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman garchha.,0,0,0,0,0
prajatantra ma janata ko sajha bhaagidari ko bhumika chha.,0,0,0,0,0
yojana haru le samudayik pragati lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan lai sajilo banauchha.,0,0,0,0,0
sabai ko sahajhaik pragati ko sambhavana chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vridhhi chha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mahatwa chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan ko avasar chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badhawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa vriddhi garchha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma lai dinchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko anubhoga garchha.,0,0,0,0,0
prakriti ko sanrakshan ma sakriya pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garchha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro desh ma pragati ko sutra chha.,0,0,0,0,0
yuba haru ko srijanaatmak soch ra kala pradarshan lai samman garchha.,0,0,0,0,0
aama baba ko prem anupam chha.,0,0,0,0,0
manushya ko adhikar haru ko mahatwa samajhda chha.,0,0,0,0,0
samajik nyay ra samriddhi ko sambandha milauchha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko vruddhi garchha.,0,0,0,0,0
vyaktigat swatantrata ko mahatwa samjhe chha.,0,0,0,0,0
aarthik bikas ma pragati ko utthan chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya sahyog chha.,0,0,0,0,0
samudayik sahajata le ekjut rahanchha.,0,0,0,0,0
nyayik samiksha ma parkash badhchha.,0,0,0,0,0
sahitya ra sanskriti ko pratishtha samman garchha.,0,0,0,0,0
prajatantra ma janta ko sajilo sashaktikaran chha.,0,0,0,0,0
yojana haru le samudayik vikas ko taraf badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko nai dhaar chha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan lai sajilo bachha.,0,0,0,0,0
sabai lai sahajhaik pragati ko sambhavana milchha.,0,0,0,0,0
shanti ra samriddhi ko sajilo samrachana chha.,0,0,0,0,0
swasthya sewa ma vriddhi garchha.,0,0,0,0,0
yatra ra paryatan ma pragati garchha.,0,0,0,0,0
kala ra sanskriti ko pratishtha anuthinchha.,0,0,0,0,0
hamro desh ma swatantrata ko mahatwa mahsus hunchha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan ko avasar chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badhawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana anubhav garchha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa vriddhi garchha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma rakchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko anubhoga garchha.,0,0,0,0,0
prakriti ko sanrakshan ma sakriya pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garne chha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro sanskriti ra parampara ma garva anubhav garchha.,0,0,0,0,0
prajatantra ra janata ko sahajhaik sambidhan ma mahatwa chha.,0,0,0,0,0
hamro desh ma soch ra yuwa ko chetana chha.,0,0,0,0,0
sahayogi sathi haru milera samajik parivartan garne chha.,0,0,0,0,0
aama baba ko sneha anupam chha.,0,0,0,0,0
manushya ko adhikar haru ko samman garchha.,0,0,0,0,0
samajik nyay ra samriddhi ko mel chha.,0,0,0,0,0
shiksha ko pradhikar le jnan ko ujjwal bhavishya banai rakhchha.,0,0,0,0,0
vyaktigat swatantrata ko mahatwa samjhe chha.,0,0,0,0,0
aarthik bikas ma vriddhi chha.,0,0,0,0,0
prakriti sanrakshan ma sakriya yogdaan chha.,0,0,0,0,0
samudayik sahajata le sajha bhaagidari garnechha.,0,0,0,0,0
nyayik samiksha ma parkashikta badhchha.,0,0,0,0,0
sahitya ra sanskriti ko dhan ko samman garchha.,0,0,0,0,0
prajatantra ma janata ko sajha bhaagidari ko bhumika chha.,0,0,0,0,0
yojana haru le samudayik pragati lai badhawa dinchhan.,0,0,0,0,0
berojgari ra aarthik samasya haru samadhan ko taraf badhdainchha.,0,0,0,0,0
prabidhi ra biddhutikaran le jivan lai sajilo banauchha.,0,0,0,0,0
sabai ko sahajhaik pragati ko sambhavana chha.,0,0,0,0,0
shanti ra samriddhi ko samanuloma chha.,0,0,0,0,0
swasthya sewa ma vridhhi chha.,0,0,0,0,0
yatra ra paryatan ma vikas garchha.,0,0,0,0,0
kala ra sastriya sanskriti ko pratishtha chha.,0,0,0,0,0
hamro desh ma swatantrata ko mahatwa chha.,0,0,0,0,0
balbalika ko adhikar haru lai samman garchha.,0,0,0,0,0
bideshi rojgar haru ko sahajhaik chayan ko avasar chha.,0,0,0,0,0
janata ko sahajhaik suvidha haru lai badhawa dinchha.,0,0,0,0,0
samriddhi ra pragati ko sambhavana chha.,0,0,0,0,0
naitikta ra samajik nyay ko mahatwa vriddhi garchha.,0,0,0,0,0
aarthik sashaktikaran le jivan lai samriddhi ko path ma lai dinchha.,0,0,0,0,0
shiksha ra vidhyarthi ko bhavishya lai ujjwal banai rakhchha.,0,0,0,0,0
vyaktigat sampannata ra saubhagya ko anubhoga garchha.,0,0,0,0,0
prakriti ko sanrakshan ma sakriya pahal chha.,0,0,0,0,0
samudayik sahajata le ekikaran garchha.,0,0,0,0,0
nyayik samiksha ma parkashikta chha.,0,0,0,0,0
hamro sanskriti ra parampara ma garva chha.,0,0,0,0,0
prajatantra ra janata ko sahajhaik sambidhan chha.,0,0,0,0,0
dukha,0,0,0,0,0
niraasha,0,0,0,0,0
rodan,0,0,0,0,0
bhari,0,0,0,0,0
pratishodh,0,0,0,0,0
tuta,0,0,0,0,0
bishwasaghat,0,0,0,0,0
nirash,0,0,0,0,0
jhutha,0,0,0,0,0
niras,0,0,0,0,0
asamjasya,0,0,0,0,0
pichas,0,0,0,0,0
bhayankar,0,0,0,0,0
aniyamit,0,0,0,0,0
birodhi,0,0,0,0,0
nindra,0,0,0,0,0
bayana,0,0,0,0,0
ghin,0,0,0,0,0
atyant,0,0,0,0,0
pratikul,0,0,0,0,0
durghatana,0,0,0,0,0
baad,0,0,0,0,0
manda,0,0,0,0,0
avyavasthit,0,0,0,0,0
abaddha,0,0,0,0,0
nischit,0,0,0,0,0
amantrana,0,0,0,0,0
nidrit,0,0,0,0,0
nirarthak,0,0,0,0,0
aswasth,0,0,0,0,0
pratibadh,0,0,0,0,0
nihani,0,0,0,0,0
abehosh,0,0,0,0,0
rundi,0,0,0,0,0
dhoka,1,0,0,0,0
nirkriya,0,0,0,0,0
ashakt,0,0,0,0,0
bishwasi,0,0,0,0,0
koshish,0,0,0,0,0
dandabidhi,0,0,0,0,0
chhal,0,0,0,0,0
bhayaanak,0,0,0,0,0
nirgun,0,0,0,0,0
hinsa,1,0,0,1,0
karuna,0,0,0,0,0
atisaya,0,0,0,0,0
naasamjhi,0,0,0,0,0
abhav,0,0,0,0,0
upekshya,0,0,0,0,0
birakti,0,0,0,0,0
baisi,0,0,0,0,0
nistabdha,0,0,0,0,0
asamriddh,0,0,0,0,0
ashanti,0,0,0,0,0
bebas,0,0,0,0,0
abhaav,0,0,0,0,0
bhram,0,0,0,0,0
chinta,0,0,0,0,0
nirasana,0,0,0,0,0
anarth,0,0,0,0,0
aswaasth,0,0,0,0,0
pratibandh,0,0,0,0,0
nirmanchit,0,0,0,0,0
naasamjhana,0,0,0,0,0
chhidan,0,0,0,0,0
sunya,0,0,0,0,0
udyogshuny,0,0,0,0,0
nirdayi,0,0,0,0,0
abhav,0,0,0,0,0
adham,0,0,0,0,0
andha,1,0,0,1,0
akeed,0,0,0,0,0
naainsafi,0,0,0,0,0
paapi,0,0,0,0,0
andhkaar,0,0,0,0,0
pratibadhi,0,0,0,0,0
nishpran,0,0,0,0,0
vyasan,0,0,0,0,0
abhav,0,0,0,0,0
boka,0,0,0,0,0
dwandwa,0,0,0,0,0
nistha,0,0,0,0,0
angaraag,0,0,0,0,0
asamvedana,0,0,0,0,0
nirjiv,0,0,0,0,0
tandav,0,0,0,0,0
nistha,0,0,0,0,0
ashanti,0,0,0,0,0
andhakaar,0,0,0,0,0
antya,0,0,0,0,0
bhrashta,1,0,0,0,0
avastha,0,0,0,0,0
agyaanta,0,0,0,0,0
bishwaasghaat,0,0,0,0,0
nirankush,0,0,0,0,0
khambaa,0,0,0,0,0
nirarthakta,0,0,0,0,0
agyaanta,0,0,0,0,0
aswasth,0,0,0,0,0
virakti,0,0,0,0,0
sukha,0,0,0,0,0
prasanna,0,0,0,0,0
ananda,0,0,0,0,0
khushi,0,0,0,0,0
utsah,0,0,0,0,0
prerna,0,0,0,0,0
samriddhi,0,0,0,0,0
safalta,0,0,0,0,0
prem,0,0,0,0,0
milan,0,0,0,0,0
harsha,0,0,0,0,0
khushiya,0,0,0,0,0
kalyan,0,0,0,0,0
vinamra,0,0,0,0,0
dayalu,0,0,0,0,0
anukampit,0,0,0,0,0
anandit,0,0,0,0,0
santusht,0,0,0,0,0
prasann,0,0,0,0,0
kripalu,0,0,0,0,0
adbhut,0,0,0,0,0
samridhhikaran,0,0,0,0,0
mahan,0,0,0,0,0
samman,0,0,0,0,0
nek,0,0,0,0,0
shaktiman,0,0,0,0,0
pragati,0,0,0,0,0
shubh,0,0,0,0,0
divya,0,0,0,0,0
mohit,0,0,0,0,0
sukhmay,0,0,0,0,0
pyaro,0,0,0,0,0
pratibha,0,0,0,0,0
pramodit,0,0,0,0,0
prajwalit,0,0,0,0,0
prerit,0,0,0,0,0
punya,0,0,0,0,0
gaurav,0,0,0,0,0
jayatu,0,0,0,0,0
sajilo,0,0,0,0,0
himmat,0,0,0,0,0
madhur,0,0,0,0,0
ramro,0,0,0,0,0
mitho,0,0,0,0,0
ujjwal,0,0,0,0,0
roshan,0,0,0,0,0
adarsh,0,0,0,0,0
agya,0,0,0,0,0
alokik,0,0,0,0,0
sathiharu,0,0,0,0,0
nischay,0,0,0,0,0
khusiyo,0,0,0,0,0
abhiman,0,0,0,0,0
pragatiharu,0,0,0,0,0
bhagyashaali,0,0,0,0,0
bhaichaara,0,0,0,0,0
sukhi,0,0,0,0,0
anuraag,0,0,0,0,0
samriddha,0,0,0,0,0
dhanyabaad,0,0,0,0,0
pariwartan,0,0,0,0,0
maitri,0,0,0,0,0
saralta,0,0,0,0,0
swasth,0,0,0,0,0
pranam,0,0,0,0,0
pujari,0,0,0,0,0
sarthak,0,0,0,0,0
samarpit,0,0,0,0,0
maanis,0,0,0,0,0
naulo,0,0,0,0,0
premi,0,0,0,0,0
sajilo,0,0,0,0,0
prabal,0,0,0,0,0
kripa,0,0,0,0,0
sukhad,0,0,0,0,0
anukampa,0,0,0,0,0
pragati,0,0,0,0,0
khushal,0,0,0,0,0
safal,0,0,0,0,0
ashirvaad,0,0,0,0,0
prasansha,0,0,0,0,0
ujjwal,0,0,0,0,0
dhanya,0,0,0,0,0
gyanodaya,0,0,0,0,0
prayas,0,0,0,0,0
garva,0,0,0,0,0
jyoti,0,0,0,0,0
anurodh,0,0,0,0,0
aasha,0,0,0,0,0
nishchay,0,0,0,0,0
samman,0,0,0,0,0
puspa,0,0,0,0,0
anukarshan,0,0,0,0,0
sandesh,0,0,0,0,0
prema,0,0,0,0,0
jagrit,0,0,0,0,0
abhiruchi,0,0,0,0,0
aanandit,0,0,0,0,0
anukulan,0,0,0,0,0
samarpan,0,0,0,0,0
sambandh,0,0,0,0,0
sampurna,0,0,0,0,0
aadarsh,0,0,0,0,0
sammanit,0,0,0,0,0
purna,0,0,0,0,0
prabuddha,0,0,0,0,0
khushi,0,0,0,0,0
mangalmaya,0,0,0,0,0
sammanit,0,0,0,0,0
vinay,0,0,0,0,0
jagruk,0,0,0,0,0
prasannata,0,0,0,0,0
shubhakamana,0,0,0,0,0
khushi,0,0,0,0,0
shrestha,0,0,0,0,0
sampurna,0,0,0,0,0
pramukh,0,0,0,0,0
ujjwal,0,0,0,0,0
nishchint,0,0,0,0,0
anurag,0,0,0,0,0
parameshwari,0,0,0,0,0
prabhu,0,0,0,0,0
pratikriya,0,0,0,0,0
purna,0,0,0,0,0
satya,0,0,0,0,0
nishtha,0,0,0,0,0
adarsh,0,0,0,0,0
sambandhit,0,0,0,0,0
prasanshak,0,0,0,0,0
mahima,0,0,0,0,0
samarth,0,0,0,0,0
anupam,0,0,0,0,0
pramod,0,0,0,0,0
paripurna,0,0,0,0,0
prakash,0,0,0,0,0
manoranjan,0,0,0,0,0
sadaiva,0,0,0,0,0
prashansa,0,0,0,0,0
uplabdhi,0,0,0,0,0
anubhav,0,0,0,0,0
prerana,0,0,0,0,0
jeevancharya,0,0,0,0,0
adhyayan,0,0,0,0,0
anandit,0,0,0,0,0
udgam,0,0,0,0,0
khushi,0,0,0,0,0
sangharsha,0,0,0,0,0
prasangik,0,0,0,0,0
pragati,0,0,0,0,0
prakashit,0,0,0,0,0
sampanna,0,0,0,0,0
samadhan,0,0,0,0,0
sambhav,0,0,0,0,0
pragya,0,0,0,0,0
pragati,0,0,0,0,0
prerit,0,0,0,0,0
samunnat,0,0,0,0,0
