comment_text,toxic,obscene,threat,insult,identity_hate
Timro anubhav ma dabi bhayeko chha.,0,0,0,0,0
Khusi ra ananda khoi bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma sathai baddha hunu parne chha.,0,0,0,0,0
Nishchitata le timro vishwas lai kamtauchha.,0,0,0,0,0
Timro jeevan ma andhyaroma chha.,0,0,0,0,0
Prerna haru khoi bhayeko chha.,0,0,0,0,0
Timro saphalta ko pramanit navaye chha.,0,0,0,0,0
Atyadhik pratikoolataharu timro kadam lai rokchha.,0,0,0,0,0
Timro sapana haru timro andar ko andhyaroma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko abhivyakti garna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik andhyaroma chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro sapana haru timro andar ko bhramma ma dubauchha.,0,0,0,0,0
Niraschayata le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro saphalta timro samajik pratibandha banaunchha.,0,0,0,0,0
Kastale timro sapana haru pani khandit garos.,0,0,0,0,0
Timro andar ko asantushti timro bahir ko vyavahar lai prabhavit garos.,0,0,0,0,0
Nirasha le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro karyanvayan ma samajik birami chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro sapana haru timro andar ko andhyaroma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko abhivyakti garna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik birami chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro saphalta timro man ko santan lai khandit garos.,0,0,0,0,0
Nishchayata le timro sapana haru lai visarjana garos.,0,0,0,0,0
Timro pratibha timro astitwa ko samvedana lai chhincha.,0,0,0,0,0
Timro karyanvayan ma samajik bahiskar ko bhay chha.,0,0,0,0,0
Atyadhik pratikool paristhiti le timro man ko shakti lai kamtauchha.,0,0,0,0,0
Timro sapana haru timro aatma ko kuro pani chhincha.,0,0,0,0,0
Nirasha le timro andar ko prakash lai khandit garos.,0,0,0,0,0
Timro saphalta timro samajik bhetghat lai rokchha.,0,0,0,0,0
Kastale timro sapana haru pani choor-choor bhayeko chha.,0,0,0,0,0
Timro andar ko asantushti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Niraschayata le timro pratibha ko prakhar pani khauchha.,0,0,0,0,0
Timro karyanvayan ma samajik khichadi chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chhincha.,0,0,0,0,0
Timro sapana haru timro andar ko andhyaroma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko ujyalo pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko bhaichara banauna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik khichadi chha.,0,0,0,0,0
Dukha le timro man ko rangai gayeko chha.,0,0,0,0,0
Timro sapana haru timro andar ko andhyaroma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko abhivyakti garna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik andhyaroma chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chhincha.,0,0,0,0,0
Timro sapana haru timro andar ko bhramma ma dubauchha.,0,0,0,0,0
Niraschayata le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro saphalta timro samajik pratibandha banaunchha.,0,0,0,0,0
Kastale timro sapana haru pani khandit garos.,0,0,0,0,0
Timro andar ko asantushti timro bahir ko vyavahar lai prabhavit garos.,0,0,0,0,0
Nirasha le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro karyanvayan ma samajik birami chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Nirasha le timro sapana haru pani bhramma ma dubauchha.,0,0,0,0,0
Nishchitata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa lai chuppauchha.,0,0,0,0,0
Dukha le timro man ko chamak lai samapt garos.,0,0,0,0,0
Timro karyanvayan ma samajik pratibandha haru chha.,0,0,0,0,0
Atyadhik samay ra paisa khoi bhayeko chha.,0,0,0,0,0
Nirasha le timro manai khapauchha.,0,0,0,0,0
Timro anubhav ma dabi bhayeko chha.,0,0,0,0,0
Khusi ra ananda khoi bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma sathai baddha hunu parne chha.,0,0,0,0,0
Nishchitata le timro vishwas lai kamtauchha.,0,0,0,0,0
Timro jeevan ma andhyaroma chha.,0,0,0,0,0
Prerna haru khoi bhayeko chha.,0,0,0,0,0
Timro saphalta ko pramanit navaye chha.,0,0,0,0,0
Atyadhik pratikoolataharu timro kadam lai rokchha.,0,0,0,0,0
Timro sapana haru timro andar ko andhyaroma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko abhivyakti garna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik andhyaroma chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro sapana haru timro andar ko bhramma ma dubauchha.,0,0,0,0,0
Niraschayata le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro saphalta timro samajik pratibandha banaunchha.,0,0,0,0,0
Kastale timro sapana haru pani khandit garos.,0,0,0,0,0
Timro andar ko asantushti timro bahir ko vyavahar lai prabhavit garos.,0,0,0,0,0
Nirasha le timro pratibha ko prakash lai kamtauchha.,0,0,0,0,0
Timro karyanvayan ma samajik birami chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro sapana haru timro andar ko bhramma ma dubauchha.,0,0,0,0,0
Niraschayata le timro saphalta ko rang lai pani chhincha.,0,0,0,0,0
Timro pratibha timro astitwa ko abhivyakti garna sakdaina.,0,0,0,0,0
Akasmat roilauchha timro ichchha haru pani khali bhayeko chha.,0,0,0,0,0
Timro karyanvayan ma samajik birami chha.,0,0,0,0,0
Dukha le timro man ko ujyalo lai chuppauchha.,0,0,0,0,0
Timro saath ma samajik sahbhagita badhchha.,0,0,0,0,0
Timro karyanvayan ma samriddhi ko awasar chha.,0,0,0,0,0
Timro pratibha timro samajik mulya lai badhauchha.,0,0,0,0,0
Timro sapana haru timro man ko utthan garos.,0,0,0,0,0
Ananda le timro jeevan ko rangai badluchha.,0,0,0,0,0
Timro saphalta timro astitwa ko pramanit garos.,0,0,0,0,0
Khusi le timro man ko ujyalo lai badhauchha.,0,0,0,0,0
Timro karyanvayan ma saphalta ko paripati chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya dhorai kholauchha.,0,0,0,0,0
Timro saphalta ko pramanik abhivyakti garos.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Ananda le timro man ko utthan garos.,0,0,0,0,0
Timro sapana haru timro astitwa ko pratik banauchha.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ko khali bhayo jagauuchha.,0,0,0,0,0
Timro saphalta timro andar ko prakash banauchha.,0,0,0,0,0
Prerna le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro karyanvayan ma saphalta ko mahatwa chha.,0,0,0,0,0
Samriddhi le timro astitwa ko rangai badluchha.,0,0,0,0,0
Timro saphalta ko paripati timro jeevan ma naya mod lauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita le manai khushali dine chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro pratibha timro man ko ujyalo banauchha.,0,0,0,0,0
Khusi le timro jeevan ma naya utsa lauchha.,0,0,0,0,0
Timro saphalta ko pramanik abhivyakti garos.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro andar ko shakti banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Timro saphalta timro astitwa ko pratik ho.,0,0,0,0,0
Prerana le timro sapana haru ko sakar garos.,0,0,0,0,0
Timro karyanvayan ma samajik milan badhchha.,0,0,0,0,0
Ananda le timro man ko ujyalo banauchha.,0,0,0,0,0
Timro pratibha timro samajik mahatwa lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ma raunak lauchha.,0,0,0,0,0
Timro saphalta ko pratik ko mahatwa chha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita badhchha.,0,0,0,0,0
Prerna le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro astitwa ko pratik banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ma naya utsa lauchha.,0,0,0,0,0
Timro saphalta timro andar ko prakash banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro andar ko shakti banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ko khali bhayo jagauuchha.,0,0,0,0,0
Timro saphalta timro andar ko prakash banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro andar ko shakti banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Timro saphalta timro astitwa ko pratik ho.,0,0,0,0,0
Prerana le timro sapana haru ko sakar garos.,0,0,0,0,0
Timro karyanvayan ma samajik milan badhchha.,0,0,0,0,0
Ananda le timro man ko ujyalo banauchha.,0,0,0,0,0
Timro pratibha timro samajik mahatwa lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ma raunak lauchha.,0,0,0,0,0
Timro saphalta ko pratik ko mahatwa chha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita badhchha.,0,0,0,0,0
Prerna le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro astitwa ko pratik banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ma naya utsa lauchha.,0,0,0,0,0
Timro saphalta timro andar ko prakash banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro andar ko shakti banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ko khali bhayo jagauuchha.,0,0,0,0,0
Timro saphalta timro andar ko prakash banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko samriddhi chha.,0,0,0,0,0
Prerna le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko vyaktitwa lai prabhavit garos.,0,0,0,0,0
Samriddhi le timro jeevan ma naya aayam kholauchha.,0,0,0,0,0
Timro saphalta ko paripati timro andar ko shakti banauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko chamak lai badhauchha.,0,0,0,0,0
Khusi le timro jeevan ma naya uchai lauchha.,0,0,0,0,0
Timro saphalta timro andar ko josh badhauchha.,0,0,0,0,0
Timro karyanvayan ma sahajata ko awasar chha.,0,0,0,0,0
Ananda le timro man ko utsa banauchha.,0,0,0,0,0
Timro pratibha timro samajik mulya lai prakashit garos.,0,0,0,0,0
Timro sapana haru timro jeevan ko rangai badluchha.,0,0,0,0,0
Prerna le timro astitwa ko unnati garos.,0,0,0,0,0
Timro karyanvayan ma samajik milan ko mahatwa chha.,0,0,0,0,0
Samriddhi le timro sapana haru ko sakar garos.,0,0,0,0,0
Timro saphalta timro man ko chamak banauchha.,0,0,0,0,0
Timro andar ko jyoti timro bahir ko prabhav banauchha.,0,0,0,0,0
Ananda le timro jeevan ma khushi ko gunaso banauchha.,0,0,0,0,0
Timro pratibha timro astitwa ko pratik banauchha.,0,0,0,0,0
Khusi le timro sapana haru ko sakar garos.,0,0,0,0,0
Timro saphalta timro jeevan ko paripati garos.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko pratibha chha.,0,0,0,0,0
Prerna le timro man ko ujyalo banauchha.,0,0,0,0,0
Timro sapana haru timro jeevan ko ujjwal bhavishya ko prateek hunchha.,0,0,0,0,0
Timro pratibha timro andar ko shakti ko pratik banauchha.,0,0,0,0,0
Samriddhi le timro man ko anandit bhawana lai badhauchha.,0,0,0,0,0
Timro saphalta timro sapana haru ko sakar garos.,0,0,0,0,0
Timro karyanvayan ma samajik milan ko mahatwa chha.,0,0,0,0,0
Ananda le timro jeevan ma naya rangai badluchha.,0,0,0,0,0
Timro pratibha timro man ko ujyalo lai prakashit garos.,0,0,0,0,0
Khusi le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro saphalta timro jeevan ko khushi le samriddhi lauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko pratibha chha.,0,0,0,0,0
Prerna le timro man ko chamak lai badhauchha.,0,0,0,0,0
Timro sapana haru timro astitwa ko unnati lai pramanit garos.,0,0,0,0,0
Timro pratibha timro jeevan ko ujjwal tara ho.,0,0,0,0,0
Samriddhi le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro saphalta timro jeevan ma naya utsa ko avasarakta lauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro pratibha timro man ko raunak banauchha.,0,0,0,0,0
Khusi le timro jeevan ma prakash ko ujyalo banauchha.,0,0,0,0,0
Timro saphalta timro man ko unnati lai pratibinbit garos.,0,0,0,0,0
Timro karyanvayan ma sahyog ra samanvay ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru ko sakar garos.,0,0,0,0,0
Timro pratibha timro jeevan ko chamak banauchha.,0,0,0,0,0
Timro karyanvayan ma srijanatmak soch ko awasar chha.,0,0,0,0,0
Prerna le timro man ko raunak banauchha.,0,0,0,0,0
Timro sapana haru timro astitwa ko pratik banauchha.,0,0,0,0,0
Khusi le timro jeevan ma samriddhi ko aavasarakta lauchha.,0,0,0,0,0
Timro saphalta timro andar ko ujjwalai badhauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ko pramanitikaran hunchha.,0,0,0,0,0
Ananda le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro pratibha timro man ko prakashit ko pratik banauchha.,0,0,0,0,0
Timro karyanvayan ma nava avasar ko antariksa chha.,0,0,0,0,0
Prerna le timro astitwa ko utsa badhauchha.,0,0,0,0,0
Timro sapana haru timro jeevan ma khushi ko rangai badluchha.,0,0,0,0,0
Timro saphalta timro man ko chamak lai samriddhi garos.,0,0,0,0,0
Timro karyanvayan ma kushalata ra sajagata ko avasarakta chha.,0,0,0,0,0
Ananda le timro sapana haru ko sakar lai pramukh garos.,0,0,0,0,0
Timro pratibha timro jeevan ko khushi le prakashit garos.,0,0,0,0,0
Timro karyanvayan ma srijanshilata ko mahatwa chha.,0,0,0,0,0
Khusi le timro sapana haru lai pratibinbit garos.,0,0,0,0,0
Timro saphalta timro andar ko jyoti ko pramanikaran hunchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ra samanvay ko awasar chha.,0,0,0,0,0
Prerna le timro man ko ujyalo lai badhauchha.,0,0,0,0,0
Timro sapana haru timro astitwa ko unnati lai prakashit garos.,0,0,0,0,0
Timro pratibha timro jeevan ko ujjwal tara ho.,0,0,0,0,0
Timro karyanvayan ma nava soch ra avasar ko pratinidhi chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro saphalta timro jeevan ma khushi le samriddhi lauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ra sambandh ko mahatwa chha.,0,0,0,0,0
Khusi le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro saphalta timro jeevan ma prakash ko ujyalo banauchha.,0,0,0,0,0
Timro sapana haru timro jeevan ma nayi umanga lai janmachha.,0,0,0,0,0
Timro pratibha timro man ko prakashit ko pratik ho.,0,0,0,0,0
Timro karyanvayan ma srijanatmak soch ra nayi avasar ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru ko sakar lai pratibinbit garos.,0,0,0,0,0
Timro saphalta timro andar ko ujjwalai badhauchha.,0,0,0,0,0
Timro karyanvayan ma kushalata ra sajagata ko avasarakta chha.,0,0,0,0,0
Prerna le timro astitwa ko utsa badhauchha.,0,0,0,0,0
Timro sapana haru timro jeevan ma khushi ko rangai badluchha.,0,0,0,0,0
Timro saphalta timro man ko chamak lai samriddhi garos.,0,0,0,0,0
Timro karyanvayan ma naya avasar ko antariksa chha.,0,0,0,0,0
Ananda le timro sapana haru ko sakar lai pramukh garos.,0,0,0,0,0
Timro pratibha timro jeevan ko khushi le prakashit garos.,0,0,0,0,0
Timro karyanvayan ma srijanshilata ko mahatwa chha.,0,0,0,0,0
Khusi le timro sapana haru lai pratibinbit garos.,0,0,0,0,0
Timro saphalta timro andar ko jyoti ko pramanikaran hunchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ra samanvay ko awasar chha.,0,0,0,0,0
Prerna le timro man ko ujyalo lai badhauchha.,0,0,0,0,0
Timro sapana haru timro astitwa ko unnati lai prakashit garos.,0,0,0,0,0
Timro pratibha timro jeevan ko ujjwal tara ho.,0,0,0,0,0
Timro karyanvayan ma naya soch ra avasar ko pratinidhi chha.,0,0,0,0,0
Ananda le timro sapana haru ko sahayog garos.,0,0,0,0,0
Timro saphalta timro jeevan ma khushi le samriddhi lauchha.,0,0,0,0,0
Timro karyanvayan ma samajik sahbhagita ra sambandh ko mahatwa chha.,0,0,0,0,0
Khusi le timro sapana haru lai sakar garos.,0,0,0,0,0
Timro saphalta timro jeevan ma prakash ko ujyalo banauchha.,0,0,0,0,0
Timro karyanvayan ma nayi soch ra avasar ko pratinidhi chha.,0,0,0,0,0
Timro pratibha timro man ko unnati ko pratik ho.,0,0,0,0,0
Timro karyanvayan ma srijanatmak soch ra naya avasar ko mahatwa chha.,0,0,0,0,0
Ananda le timro sapana haru ko sakar lai pratibinbit garos.,0,0,0,0,0
Timro saphalta timro andar ko ujjwalai badhauchha.,0,0,0,0,0
Timro karyanvayan ma kushalata ra sajagata ko avasarakta chha.,0,0,0,0,0
Prerna le timro astitwa ko utsa badhauchha.,0,0,0,0,0
Timro sapana haru timro man bata bichhanchha.,0,0,0,0,0
Timro saphalta timro andar ko andhakarle dubyo.,0,0,0,0,0
Timro karyanvayan ma asafalatako abhav chha.,0,0,0,0,0
Timro pratibha timro jeevan ma chhaya samet basyo.,0,0,0,0,0
Timro karyanvayan ma viphalata ko akasmati chha.,0,0,0,0,0
Timro man ma nirasha ko andhera chha.,0,0,0,0,0
Timro sapana haru timro astitwa lai daman garos.,0,0,0,0,0
Timro saphalta timro jeevan ko sampanna lai pravritti gareko chhaina.,0,0,0,0,0
Timro karyanvayan ma akarshan ko kami chha.,0,0,0,0,0
Timro pratibha timro man ko jwala bhuje ko chhaina.,0,0,0,0,0
Timro karyanvayan ma pratispardha ra samajhautako abhav chha.,0,0,0,0,0
Timro sapana haru timro jeevan ma roshni ko artha nadeko chha.,0,0,0,0,0
Timro saphalta timro andar ko andhakar ma laparos.,0,0,0,0,0
Timro karyanvayan ma kami ra dhunga ko abhav chha.,0,0,0,0,0
Timro pratibha timro jeevan ko sundaar tara samet bhulchha.,0,0,0,0,0
Timro karyanvayan ma naya avasar ko chhaya chha.,0,0,0,0,0
Timro man ma asamartha ko aakash chha.,0,0,0,0,0
Timro sapana haru timro astitwa ko durbhagya le chhincha.,0,0,0,0,0
Timro saphalta timro andar ko andhakar ko pratik ho.,0,0,0,0,0
Timro karyanvayan ma niras ra vinaash ko asha chha.,0,0,0,0,0
Timro pratibha timro man ko andhakar banauchha.,0,0,0,0,0
Timro karyanvayan ma adhikar ko akasmati chha.,0,0,0,0,0
Timro sapana haru timro jeevan ma khushi ko artha nadeko chha.,0,0,0,0,0
Timro saphalta timro man ko andhakar ma laparchha.,0,0,0,0,0
Timro karyanvayan ma naya avasar ko kami chha.,0,0,0,0,0
Timro pratibha timro jeevan ko kshaniik sampanna lai muktina chhodchha.,0,0,0,0,0
Timro karyanvayan ma samajhauta ko abhav chha.,0,0,0,0,0
Timro man ma asamartha ko sajilo raasta chhaina.,0,0,0,0,0
Timro sapana haru timro astitwa lai bhramit garos.,0,0,0,0,0
Timro saphalta timro jeevan ma asafalta ra karmonati ko chhaya basyo.,0,0,0,0,0
Timro karyanvayan ma pratibadhako kathinai chha.,0,0,0,0,0
Timro pratibha timro man ko soch le chheencha.,0,0,0,0,0
Timro karyanvayan ma sajilo raasta ko abhav chha.,0,0,0,0,0
Timro sapana haru timro jeevan ma akarshan ko abhav chha.,0,0,0,0,0
Thamel 7 ghumti ma taarko jalo herna janu  tinkune bagmati pul muni 2 feet moto dhalan wala bato herna janu teskei side ma siddeshwor school ko compound hatayera wide garya corridor ko bato herna janu Ani dhobikhola corridor ma ni sarkari jagga firta leko herna janu ahile fursad xaina alik paxi rakhamla aru ali ali tha vako chai.,0,0,0,0,0
"nagarpalika bhitra gayera ghus diney pryas gara bro ani whatsapp gara ta proof sahit
",1,0,0,0,0
"Timarai area herana bro
K pariwartan bha xa bhanera
Dherai chinta nagara ktm ko",1,0,0,1,0
"balkrishna khandlai nilamban samma grna naskne hruley yesto kura grna suhayena....
",1,0,0,0,0
"Emale ra congress sakeko voli palta desh le kolte ferxa
",0,0,0,0,0
Afno palika ma chahi k utpat vaxa tyo ni heram hai afno ghar ko bhaisi nadekhni arka ko jumra ni herni nagarau,1,0,0,0,0
Dobikhola safa gareko herna jau bro!! DOZAR ni chalako xa!!,0,0,0,0,0
aba ma ramro kura haru lekhxu la,0,0,0,0,0
yo sansar kati sundar cha,0,0,0,0,0
jo heryo tei ramro lagxa aja bholi ta k bhako ,0,0,0,0,0
tme jassto ramro manche kaha paincha,0,0,0,0,0
tme kina yeti ramri ho,0,0,0,0,0
manche ni ramri bebar ni ramro ,0,0,0,0,0
k khayera manhe yeti ramro huncha,0,0,0,0,0
sachai chau ni,0,0,0,0,0
kura kani na bhakoni dherai bha thiyo,0,0,0,0,0
kina ho aja bholi teti kura ni hunna ,0,0,0,0,0
birseyeko ta hiana hola ni,0,0,0,0,0
kaha birsenu ra sathi bhai nai ho kam lagre,0,0,0,0,0
tei ta tme bata maile yestai ramro kura ko asha gary atheya ,0,0,0,0,0
tme jasto sathi ta paudia aja bholi ta,0,0,0,0,0
"kun thau ho sir ghar
2/4 thau gako thiye khane pani lina lai bihana 5 baje janu hunthyo teta ko aama haru bato tw xoddim khane pani najik aayo ki tei kuwa ko ho?",0,0,0,0,0
Paila malai ni yestai rog thyo samaya mai upachar garera aele niko vako xa,0,0,0,0,0
Sittal vayexa yo nibba vai le wakkai lauxa,1,0,0,1,0
Attention seeker dherai chan MRR ,1,0,0,0,0
toitt 2011/12 dekhi ko member pariyo euta ban khako xaina…k bhako hun aajkalka bhai haru…for us MRR is a religion so don’t try to mess it…,0,0,0,0,0
"Aafno naam ko ta khyal rakham na ho bhai haru!!
",1,0,0,0,0
viral huney ninja technique 😂😂😂😂,0,0,0,0,0
Aamako dudh varkhar xodeko hola bhaai le ani k thaha k garne k nagarne vanne,1,0,0,1,0
Sabai tha huncha ma k post gardaichu k vandaichu,0,0,0,0,0
Tyai ni naramroo kura khojera attention pauna ko lagi post garchan,1,0,0,0,0
Age herera vanda ni estai haru lai nikalnu parcha,1,0,0,0,0
25 30 barsa Ka le ni bacha jasto post garchan yaha,1,0,0,0,0
mrr ko matra content ramro lagcha,0,0,0,0,0
hami le gada kukur bhanna hunna hai,0,0,0,0,0
um tei ta mala ni aja bholi chada bolne koi man pardidna,0,0,0,0,0
tei ta chanda ta bolnu pani hudina,0,0,0,0,0
tyo cha ni eak jana timro sathi tyo kati ramro ho,0,0,0,0,0
testo manche malai sarai man parcha k garam aba,0,0,0,0,0
aile ta jo pani kasto bhaladmi lagcha malai,0,0,0,0,0
ma maya garchu,0,0,0,0,0
ramro,0,0,0,0,0
bhaladmi,0,0,0,0,0
achha,0,0,0,0,0
thik cha ,0,0,0,0,0
yesta ta honi,0,0,0,0,0
ma tme lai maya garchu,0,0,0,0,0
tme ramro lagcha,0,0,0,0,0
tme manche ni ramri chau,0,0,0,0,0
tapai kati ramro manche hunuhuncha,0,0,0,0,0
tapai lai ramri kt haru le man parauxan,0,0,0,0,0
tapai ko jindagi ma dherai safalta milos,0,0,0,0,0
